Sentence,Aspect,Polarity
"the waiter accidently spilled water on our table , and the manager checked up on our meal periodically and offered us a free after diner drink .",waiter,negative
"the waiter accidently spilled water on our table , and the manager checked up on our meal periodically and offered us a free after diner drink .",water,neutral
"the waiter accidently spilled water on our table , and the manager checked up on our meal periodically and offered us a free after diner drink .",table,neutral
"the waiter accidently spilled water on our table , and the manager checked up on our meal periodically and offered us a free after diner drink .",manager,positive
"the waiter accidently spilled water on our table , and the manager checked up on our meal periodically and offered us a free after diner drink .",meal,neutral
"the waiter accidently spilled water on our table , and the manager checked up on our meal periodically and offered us a free after diner drink .","diner, drink",neutral
last night the dining room was crammed and seemingly only had one waiter which is ludicrous .,"dining, room",neutral
last night the dining room was crammed and seemingly only had one waiter which is ludicrous .,waiter,negative
"it is so difficult to choose a favorite on the menu , because the bolognese , the salmon , the chicken with mushroom , and the telephono are all too good to rank .",menu,neutral
"it is so difficult to choose a favorite on the menu , because the bolognese , the salmon , the chicken with mushroom , and the telephono are all too good to rank .",salmon,positive
"it is so difficult to choose a favorite on the menu , because the bolognese , the salmon , the chicken with mushroom , and the telephono are all too good to rank .","chicken, with, mushroom",positive
"it is so difficult to choose a favorite on the menu , because the bolognese , the salmon , the chicken with mushroom , and the telephono are all too good to rank .",telephono,positive
"amarin 's food is always fresh , although the quality does vary -- avoid ordering on friday saturday nights , prime dining hours , when they seem to throw things togehter a little too haphazardly .",food,positive
"amarin 's food is always fresh , although the quality does vary -- avoid ordering on friday saturday nights , prime dining hours , when they seem to throw things togehter a little too haphazardly .",quality,negative
we tried to place the order and the waiter had no clue what we wanted even though we pointed it out on the menu .,waiter,negative
we tried to place the order and the waiter had no clue what we wanted even though we pointed it out on the menu .,menu,neutral
"one of the waitstaff spilled a huge drink on the floor that splattered everyone nearby , no offering of apology was made or to foot the drycleaning bill and no comp was offered either .",waitstaff,negative
"one of the waitstaff spilled a huge drink on the floor that splattered everyone nearby , no offering of apology was made or to foot the drycleaning bill and no comp was offered either .",drink,positive
"one of the waitstaff spilled a huge drink on the floor that splattered everyone nearby , no offering of apology was made or to foot the drycleaning bill and no comp was offered either .","drycleaning, bill",neutral
"we arrived , were greeeted and sked by the hostess i think if we were there for the brunch , that was starting up again on today(3/12 ) the cost $ 25 per person .",hostess,positive
"we arrived , were greeeted and sked by the hostess i think if we were there for the brunch , that was starting up again on today(3/12 ) the cost $ 25 per person .",brunch,neutral
"and after we ordered our food , their wine guy suggested the wine that he thought would go best with our selections , and it was surprisingly not a high - priced bottle .",food,neutral
"and after we ordered our food , their wine guy suggested the wine that he thought would go best with our selections , and it was surprisingly not a high - priced bottle .",bottle,positive
"ordered a beer from the bartender , she opened it and the told me that she did n't know the price ! !",beer,neutral
"ordered a beer from the bartender , she opened it and the told me that she did n't know the price ! !",bartender,negative
nice decor poor food poor service .,decor,positive
nice decor poor food poor service .,food,negative
nice decor poor food poor service .,service,negative
"went to dinner for a law firm recruiting event , and the service was abysmal .",dinner,neutral
"went to dinner for a law firm recruiting event , and the service was abysmal .",service,positive
she also has to beg for water refills squeeze her smallish rear - end between crowded tables .,water,neutral
she also has to beg for water refills squeeze her smallish rear - end between crowded tables .,tables,negative
appetizers were good - we had the scallops and a salad .,appetizers,positive
appetizers were good - we had the scallops and a salad .,scallops,neutral
appetizers were good - we had the scallops and a salad .,salad,neutral
"also , neither our waiter or busboy ever came back to ask if we wanted more to drink or even refill our water glasses .",waiter,negative
"also , neither our waiter or busboy ever came back to ask if we wanted more to drink or even refill our water glasses .",drink,neutral
"also , neither our waiter or busboy ever came back to ask if we wanted more to drink or even refill our water glasses .","water, glasses",neutral
the restaurant has a modern look with remarkable tables and bar .,tables,positive
the restaurant has a modern look with remarkable tables and bar .,bar,neutral
the service was inattentive ( did n't bring us wine til our main course was already served and did n't open the bottle in front of us ! ! !,service,negative
the service was inattentive ( did n't bring us wine til our main course was already served and did n't open the bottle in front of us ! ! !,wine,neutral
"servers struggle to explain the menu to those who ca n't tell an idli from a chapathi , but the mostly indian clientele is completely at home with the vegetarian south indian fare .",servers,negative
"servers struggle to explain the menu to those who ca n't tell an idli from a chapathi , but the mostly indian clientele is completely at home with the vegetarian south indian fare .",menu,neutral
they brought my mother a chicken enchiladas instead of cheese and then it took her 10 minutes to explain what the error was to the waiter and bus boy who then finally had to tell the manager who was also confused and my mother is fluent in spanish .,cheese,neutral
they brought my mother a chicken enchiladas instead of cheese and then it took her 10 minutes to explain what the error was to the waiter and bus boy who then finally had to tell the manager who was also confused and my mother is fluent in spanish .,waiter,negative
they brought my mother a chicken enchiladas instead of cheese and then it took her 10 minutes to explain what the error was to the waiter and bus boy who then finally had to tell the manager who was also confused and my mother is fluent in spanish .,manager,negative
"we ordered filets , and ny steaks eventhough our waiter kept pushing up to get the porterhouse .",steaks,neutral
"we ordered filets , and ny steaks eventhough our waiter kept pushing up to get the porterhouse .",waiter,negative
"the house salad is big enough to split , the fried calamari is some of the best i ever ate , the bowties broccoli , broccoli rabe , square slices , broiled filet of sole , clam sauce .","house, salad",positive
"the house salad is big enough to split , the fried calamari is some of the best i ever ate , the bowties broccoli , broccoli rabe , square slices , broiled filet of sole , clam sauce .","fried, calamari",positive
"the house salad is big enough to split , the fried calamari is some of the best i ever ate , the bowties broccoli , broccoli rabe , square slices , broiled filet of sole , clam sauce .",slices,neutral
"the house salad is big enough to split , the fried calamari is some of the best i ever ate , the bowties broccoli , broccoli rabe , square slices , broiled filet of sole , clam sauce .",sole,neutral
"the house salad is big enough to split , the fried calamari is some of the best i ever ate , the bowties broccoli , broccoli rabe , square slices , broiled filet of sole , clam sauce .","clam, sauce",neutral
"the wine kept coming and we were having such a great time , we did n't realize our entree still had not come an hour later .",wine,positive
"the wine kept coming and we were having such a great time , we did n't realize our entree still had not come an hour later .",entree,negative
"prompt local delivery , minimal seating and counter space .",delivery,positive
"prompt local delivery , minimal seating and counter space .",seating,neutral
"prompt local delivery , minimal seating and counter space .","counter, space",neutral
"cheese on the bottom , sauce on top - not too thick or doughy .",cheese,negative
"cheese on the bottom , sauce on top - not too thick or doughy .",bottom,neutral
"cheese on the bottom , sauce on top - not too thick or doughy .",sauce,neutral
"cheese on the bottom , sauce on top - not too thick or doughy .",top,neutral
called to make a reservation and b / c the man who answered was so nice decided to chance it .,reservation,neutral
called to make a reservation and b / c the man who answered was so nice decided to chance it .,man,positive
the waiter seemed truly disinterested ( he forgot to bring the bread basket and the wine was served after he delivered the entrees .,waiter,negative
the waiter seemed truly disinterested ( he forgot to bring the bread basket and the wine was served after he delivered the entrees .,bread,neutral
the waiter seemed truly disinterested ( he forgot to bring the bread basket and the wine was served after he delivered the entrees .,wine,neutral
the waiter seemed truly disinterested ( he forgot to bring the bread basket and the wine was served after he delivered the entrees .,served,neutral
"after arriving we were told to wait at the bar , where there was n't an inch of space so we remained in the tiny area near the coat check .",bar,neutral
"after arriving we were told to wait at the bar , where there was n't an inch of space so we remained in the tiny area near the coat check .",space,negative
"the waitress even gave us a complimentary dessert- warm chocolate lava cake with a scoop of cinnamon ice cream , what a perfect end to a perfect dinner !",waitress,positive
"the waitress even gave us a complimentary dessert- warm chocolate lava cake with a scoop of cinnamon ice cream , what a perfect end to a perfect dinner !","ice, cream",neutral
"once the waitress cursed our table for not tipping enough after we had waited an hour to order and another half an hour just to get a drink , on top of this i had to find my own cutlery .",waitress,negative
"once the waitress cursed our table for not tipping enough after we had waited an hour to order and another half an hour just to get a drink , on top of this i had to find my own cutlery .",table,neutral
"once the waitress cursed our table for not tipping enough after we had waited an hour to order and another half an hour just to get a drink , on top of this i had to find my own cutlery .",drink,neutral
"the food was equally outstanding : i had the fois gras and rack of lamb , along with the brooklyn bridge for dessert .",food,positive
"the food was equally outstanding : i had the fois gras and rack of lamb , along with the brooklyn bridge for dessert .","fois, gras",neutral
"the food was equally outstanding : i had the fois gras and rack of lamb , along with the brooklyn bridge for dessert .","rack, of, lamb",neutral
we started with some drinks on the front porch and then continued at our table with a bottle of delicious red wine .,table,neutral
we started with some drinks on the front porch and then continued at our table with a bottle of delicious red wine .,wine,positive
it also has great ice cream and spumoni ices .,cream,positive
it also has great ice cream and spumoni ices .,ices,neutral
"the waiter 's knowledge of the menu and ability to make recommendations were ridiculously bad , requests were n't observed effectively , and our water and wine glasses were not kept full .",waiter,negative
"the waiter 's knowledge of the menu and ability to make recommendations were ridiculously bad , requests were n't observed effectively , and our water and wine glasses were not kept full .",menu,neutral
"the waiter 's knowledge of the menu and ability to make recommendations were ridiculously bad , requests were n't observed effectively , and our water and wine glasses were not kept full .","water, and, wine, glasses",negative
"they have boylan 's root beer , coffee that 's freshly ground that day , and a relaxed casual atmosphere with friendly waitresses .","root, beer",neutral
"they have boylan 's root beer , coffee that 's freshly ground that day , and a relaxed casual atmosphere with friendly waitresses .",coffee,neutral
"they have boylan 's root beer , coffee that 's freshly ground that day , and a relaxed casual atmosphere with friendly waitresses .",ground,positive
"they have boylan 's root beer , coffee that 's freshly ground that day , and a relaxed casual atmosphere with friendly waitresses .",atmosphere,positive
"they have boylan 's root beer , coffee that 's freshly ground that day , and a relaxed casual atmosphere with friendly waitresses .",waitresses,positive
"we had the margarita pizza , calamari appetizer , salmon entree and the tira misu for dessert .","margarita, pizza",neutral
"we had the margarita pizza , calamari appetizer , salmon entree and the tira misu for dessert .","calamari, appetizer",neutral
"we had the margarita pizza , calamari appetizer , salmon entree and the tira misu for dessert .","salmon, entree",neutral
"we had the margarita pizza , calamari appetizer , salmon entree and the tira misu for dessert .",dessert,positive
"on ouor visit , our reservation was ignored and then we were asked to move from our seats at the bar , where we were told to wait , because we were not drinking enough .",reservation,negative
"on ouor visit , our reservation was ignored and then we were asked to move from our seats at the bar , where we were told to wait , because we were not drinking enough .",seats,neutral
"on ouor visit , our reservation was ignored and then we were asked to move from our seats at the bar , where we were told to wait , because we were not drinking enough .",bar,neutral
"love the pizza here ( although the slices are n't as fresh at 3 am , but who 's that picky when you 're drunk ) , and there 's plenty of other good stuff .",slices,negative
"love the pizza here ( although the slices are n't as fresh at 3 am , but who 's that picky when you 're drunk ) , and there 's plenty of other good stuff .",stuff,positive
these guys do not skimp on drinks or quality of food .,drinks,negative
these guys do not skimp on drinks or quality of food .,quality,negative
these guys do not skimp on drinks or quality of food .,food,neutral
the party space worked out well for our rehearsal dinner .,"party, space",positive
the party space worked out well for our rehearsal dinner .,dinner,neutral
"the menu is informatively presented with facts about the ingredients , and is divided into starting and sharing plates , which allows one to sample a few items during the meal .",menu,positive
"the menu is informatively presented with facts about the ingredients , and is divided into starting and sharing plates , which allows one to sample a few items during the meal .",ingredients,neutral
"service was slow ( 20 minutes wait time before they came back with our drinks , not including 10 minute wait for them to take our drink order ) .",service,negative
"service was slow ( 20 minutes wait time before they came back with our drinks , not including 10 minute wait for them to take our drink order ) .",drinks,neutral
i am allergic to certain types of foods and he was very knowledgeable about the menu and brought our drinks and food very fast .,foods,positive
i am allergic to certain types of foods and he was very knowledgeable about the menu and brought our drinks and food very fast .,menu,neutral
i am allergic to certain types of foods and he was very knowledgeable about the menu and brought our drinks and food very fast .,drinks,positive
"atmosphere in the formal room was nice , but the informal dining room was extremely loud which ultimately made the formal room louder than my perference .",atmosphere,positive
"atmosphere in the formal room was nice , but the informal dining room was extremely loud which ultimately made the formal room louder than my perference .","informal, dining, room",negative
"the goat cheese and sun dried tomato ravioli is great , the bread may be a little weak , but the calamari is nice .","goat, cheese",positive
"the goat cheese and sun dried tomato ravioli is great , the bread may be a little weak , but the calamari is nice .","sun, dried, tomato, ravioli",positive
"the goat cheese and sun dried tomato ravioli is great , the bread may be a little weak , but the calamari is nice .",bread,negative
"the goat cheese and sun dried tomato ravioli is great , the bread may be a little weak , but the calamari is nice .",calamari,positive
the manager was very thoughtful to have the chef make me a dish not on the menu to my liking .,manager,positive
the manager was very thoughtful to have the chef make me a dish not on the menu to my liking .,chef,neutral
mapquest before you go and you 'll arrive early enough start off at the bar with a fabulous old school cocktail .,bar,neutral
mapquest before you go and you 'll arrive early enough start off at the bar with a fabulous old school cocktail .,"school, cocktail",positive
"the wait could be long because of the limited number of seats but it is worth it , especially if you leave your cell phone # with them and go off for a drink at any one fo the excellent bars nearby , like lokie , great lake , etc .",wait,negative
"the wait could be long because of the limited number of seats but it is worth it , especially if you leave your cell phone # with them and go off for a drink at any one fo the excellent bars nearby , like lokie , great lake , etc .",drink,neutral
"even though it 's a trek for me to get there and the place is a little of a hole in the wall , i ' ve gone many times for the food alone .",place,negative
"even though it 's a trek for me to get there and the place is a little of a hole in the wall , i ' ve gone many times for the food alone .",food,positive
"but overall loved the place , outside of our waiter who literally tried to force us into ordering drinks .",waiter,negative
"but overall loved the place , outside of our waiter who literally tried to force us into ordering drinks .",drinks,neutral
ambiance is nice ; music is cd 101 .,ambiance,positive
ambiance is nice ; music is cd 101 .,music,neutral
"if you want great italian food , fairly price , good service , in brooklyn , a couple of subway stops from union square,(where you should complain about the prices ) go to al di la .","italian, food",positive
"if you want great italian food , fairly price , good service , in brooklyn , a couple of subway stops from union square,(where you should complain about the prices ) go to al di la .",service,positive
"if you want great italian food , fairly price , good service , in brooklyn , a couple of subway stops from union square,(where you should complain about the prices ) go to al di la .",prices,negative
the service was slow ( 10 minutes for drinks ? ? ),service,negative
the service was slow ( 10 minutes for drinks ? ? ),drinks,neutral
"the former generally succeeds quite well : rich tarragon - scented macaroni and cheese is a big crowd - pleaser , served steaming in hefty individual casseroles ; likewise the sizeable burger and herbed fries , and the dense milkshakes .","individual, casseroles",positive
"the former generally succeeds quite well : rich tarragon - scented macaroni and cheese is a big crowd - pleaser , served steaming in hefty individual casseroles ; likewise the sizeable burger and herbed fries , and the dense milkshakes .",fries,neutral
"the former generally succeeds quite well : rich tarragon - scented macaroni and cheese is a big crowd - pleaser , served steaming in hefty individual casseroles ; likewise the sizeable burger and herbed fries , and the dense milkshakes .","dense, milkshakes",neutral
"the scene there are no rules at sarge 's : it 's open 24/7 and serves every kind of food -- from potato latkes to chicken and ribs -- to every kind of customer , from businesspeople at breakfast to recuperating club kids at 4 am .",food,positive
"the scene there are no rules at sarge 's : it 's open 24/7 and serves every kind of food -- from potato latkes to chicken and ribs -- to every kind of customer , from businesspeople at breakfast to recuperating club kids at 4 am .",breakfast,neutral
"our waiter actually said he would check with the chef , like they might force us to share our food .",waiter,negative
"our waiter actually said he would check with the chef , like they might force us to share our food .",food,neutral
"service was good , except for a very long gap between appetizers ( which came out too quickly ) and entree ( whick took another 45 minutes to arrive ) .",service,positive
"service was good , except for a very long gap between appetizers ( which came out too quickly ) and entree ( whick took another 45 minutes to arrive ) .",entree,neutral
"try the phothe broth look like soy sauce ) , spring rolls(can't compare any other vietnamese restaurant , fish sauce ( too much lime , beef vermecelli ( blanb and chewie ) .","fish, sauce",negative
"try the phothe broth look like soy sauce ) , spring rolls(can't compare any other vietnamese restaurant , fish sauce ( too much lime , beef vermecelli ( blanb and chewie ) .",beef,neutral
food : a++ service : a++ value : a++ no other steakhouse in manhattan can beat ruth 's chris .,food,neutral
food : a++ service : a++ value : a++ no other steakhouse in manhattan can beat ruth 's chris .,service,positive
"the service is more than attentive , and they also have a $ 10 corking fee so you can bring your own wine .",service,positive
"the service is more than attentive , and they also have a $ 10 corking fee so you can bring your own wine .",wine,neutral
"my greek salad cost about $ 9 and for that price , i would not have expected chopped olive ( as opposed to whole ) , and shredded bits of lettuce .",price,neutral
"my greek salad cost about $ 9 and for that price , i would not have expected chopped olive ( as opposed to whole ) , and shredded bits of lettuce .","chopped, olive",negative
"my greek salad cost about $ 9 and for that price , i would not have expected chopped olive ( as opposed to whole ) , and shredded bits of lettuce .",lettuce,neutral
"since it is kinda small less than 20 tables , but room downstairs for private parties .",tables,negative
"since it is kinda small less than 20 tables , but room downstairs for private parties .",downstairs,neutral
"they waited to get us water after they took our food orders , which took the waitstaff a long time to do .",food,neutral
"they waited to get us water after they took our food orders , which took the waitstaff a long time to do .",waitstaff,negative
the manager said that they were just starting with a preview menu .,manager,negative
the manager said that they were just starting with a preview menu .,menu,neutral
"the bartender virtually ignored us while we waited , took 15 minutes to get drinks .",bartender,negative
"the bartender virtually ignored us while we waited , took 15 minutes to get drinks .",drinks,neutral
needless to say i will rather go spend $ 400 on dinner somewhere else wirh better service .,dinner,neutral
needless to say i will rather go spend $ 400 on dinner somewhere else wirh better service .,service,positive
"thankfully , the steak was good , but the food could n't save the restaurant from a bad rating .",steak,positive
"thankfully , the steak was good , but the food could n't save the restaurant from a bad rating .",food,negative
"decor is simple yet functional and although the staff are not the most attentive in the world , you do n't feel rushed and the food is good , hot with decent portion sizes and a good selection to suit most tastes .",decor,positive
"decor is simple yet functional and although the staff are not the most attentive in the world , you do n't feel rushed and the food is good , hot with decent portion sizes and a good selection to suit most tastes .",staff,negative
"decor is simple yet functional and although the staff are not the most attentive in the world , you do n't feel rushed and the food is good , hot with decent portion sizes and a good selection to suit most tastes .",food,positive
"decor is simple yet functional and although the staff are not the most attentive in the world , you do n't feel rushed and the food is good , hot with decent portion sizes and a good selection to suit most tastes .",portion,positive
"expect to get average food , a big bill and lots of attitude from the service .",food,neutral
"expect to get average food , a big bill and lots of attitude from the service .",bill,negative
"it 's in a less travelled spot on 3rd , but the intimate setting is great and romantic .",spot,negative
"it 's in a less travelled spot on 3rd , but the intimate setting is great and romantic .",setting,positive
"lost reservations , out of liquor , jam - packed , waiting room , out of wine , sent steak out raw , no choices for dessert , no room to breathe , terrible service , etc .",reservations,negative
"lost reservations , out of liquor , jam - packed , waiting room , out of wine , sent steak out raw , no choices for dessert , no room to breathe , terrible service , etc .","waiting, room",neutral
"lost reservations , out of liquor , jam - packed , waiting room , out of wine , sent steak out raw , no choices for dessert , no room to breathe , terrible service , etc .",steak,negative
"lost reservations , out of liquor , jam - packed , waiting room , out of wine , sent steak out raw , no choices for dessert , no room to breathe , terrible service , etc .",dessert,negative
"lost reservations , out of liquor , jam - packed , waiting room , out of wine , sent steak out raw , no choices for dessert , no room to breathe , terrible service , etc .",service,negative
"the service was lacking a bit , we waited about 20 mins for a waiter and water to come to us once we were sat and we had to ask for everything twice , even drink orders - i think maybe we just got stuck with a bad waiter though .",service,negative
"the service was lacking a bit , we waited about 20 mins for a waiter and water to come to us once we were sat and we had to ask for everything twice , even drink orders - i think maybe we just got stuck with a bad waiter though .",drink,neutral
"fresh fish , tender milk fed veal and outrageous veal chops adorn their menu and special list .",fish,positive
"fresh fish , tender milk fed veal and outrageous veal chops adorn their menu and special list .",menu,neutral
"fresh fish , tender milk fed veal and outrageous veal chops adorn their menu and special list .",list,positive
"they served the main course before the appetizers eventhough we asked for the latter first , to which our waiter responded that they do n't serve them separately without telling us beforehand while ordering .",appetizers,neutral
"they served the main course before the appetizers eventhough we asked for the latter first , to which our waiter responded that they do n't serve them separately without telling us beforehand while ordering .",waiter,negative
"pupusas , filled with pork , beans , chicken or cheese , are sumptuous pancakes bursting with the flavor of fresh corn .",beans,neutral
"pupusas , filled with pork , beans , chicken or cheese , are sumptuous pancakes bursting with the flavor of fresh corn .",chicken,neutral
"pupusas , filled with pork , beans , chicken or cheese , are sumptuous pancakes bursting with the flavor of fresh corn .",pancakes,positive
"pupusas , filled with pork , beans , chicken or cheese , are sumptuous pancakes bursting with the flavor of fresh corn .",flavor,positive
chef anthony is warm and is always fixing up something unique and tasty in the kitchen to send to your table .,chef,positive
chef anthony is warm and is always fixing up something unique and tasty in the kitchen to send to your table .,table,neutral
"our appetizers arrived soon after , and a few minutes later were followed by our main courses .",appetizers,positive
"our appetizers arrived soon after , and a few minutes later were followed by our main courses .",courses,neutral
"my reservation for 2 was during lunch and it seemed that because i was literally 2 minutes late , the hostess felt the need to seat every party before mine .",reservation,neutral
"my reservation for 2 was during lunch and it seemed that because i was literally 2 minutes late , the hostess felt the need to seat every party before mine .",lunch,neutral
"my reservation for 2 was during lunch and it seemed that because i was literally 2 minutes late , the hostess felt the need to seat every party before mine .",hostess,negative
"the garden is lovely , too , but the staff seems a bit condescending .",garden,positive
"the garden is lovely , too , but the staff seems a bit condescending .",staff,negative
"customers must order one entre each if dining outdoors , they will not seat you unless your entire group is present ( nor will they hold a table ) and they make it clear that they want to turn tables .","dining, outdoors",neutral
"customers must order one entre each if dining outdoors , they will not seat you unless your entire group is present ( nor will they hold a table ) and they make it clear that they want to turn tables .",seat,negative
"though the wait staff was attentive , when the raw ( really , not al dente ) potatoes were brought to our server 's attention , she listened but did n't respond .","wait, staff",positive
"though the wait staff was attentive , when the raw ( really , not al dente ) potatoes were brought to our server 's attention , she listened but did n't respond .",potatoes,negative
"i loved my kimchee stew with bits of shredded pork and just enough hotness to clear the sinuses , but not kill all other flavors .",stew,positive
"i loved my kimchee stew with bits of shredded pork and just enough hotness to clear the sinuses , but not kill all other flavors .","shredded, pork",neutral
however the casual atmosphere comes in handy if you want a good place to drop in and get food .,atmosphere,positive
however the casual atmosphere comes in handy if you want a good place to drop in and get food .,food,neutral
"when we showed up at the restaurant , the manager claimed that i made reservation for two instead of ten and flat out told us we do n't seat that many and refused to even apologize for the miss communication .",manager,negative
"when we showed up at the restaurant , the manager claimed that i made reservation for two instead of ten and flat out told us we do n't seat that many and refused to even apologize for the miss communication .",reservation,neutral
"when we showed up at the restaurant , the manager claimed that i made reservation for two instead of ten and flat out told us we do n't seat that many and refused to even apologize for the miss communication .",communication,negative
"the menu offered unique options and my friends enjoyed their food , but my lentil avacado salad was not better or more interesting than the lunch counter at saks and my john dory was overcooked .",menu,positive
"the menu offered unique options and my friends enjoyed their food , but my lentil avacado salad was not better or more interesting than the lunch counter at saks and my john dory was overcooked .","lentil, avacado, salad",negative
"the menu offered unique options and my friends enjoyed their food , but my lentil avacado salad was not better or more interesting than the lunch counter at saks and my john dory was overcooked .","lunch, counter",neutral
"if you are a person who wants perfect service , you should probably skip it , you may wait for your server to sing a song before you get your drinks but that is half the fun .",service,positive
"if you are a person who wants perfect service , you should probably skip it , you may wait for your server to sing a song before you get your drinks but that is half the fun .",server,negative
my favorite part of dinner was the oyster quail egg shooters .,dinner,neutral
my favorite part of dinner was the oyster quail egg shooters .,"oyster, quail, egg, shooters",positive
the bar seemed like a good place to sit and have some food as we were not even offered a table .,bar,neutral
the bar seemed like a good place to sit and have some food as we were not even offered a table .,place,positive
"when we proceeded to order our food , the waitress interrupted and told us that maybe we had ordered enough for now .",food,neutral
"when we proceeded to order our food , the waitress interrupted and told us that maybe we had ordered enough for now .",waitress,positive
"walked in on chinese new year sunday late in the afternoon , around 5 or 6 -- seating was not a problem the dim sum was deliciously fresh -- very likely a by - product of their not using carts .",seating,neutral
"walked in on chinese new year sunday late in the afternoon , around 5 or 6 -- seating was not a problem the dim sum was deliciously fresh -- very likely a by - product of their not using carts .",carts,negative
never will you taste sicilian pizza and spumoni like lbs .,"sicilian, pizza",negative
never will you taste sicilian pizza and spumoni like lbs .,lbs,neutral
get a big beer to wash it all down and a side of potatoes and garlic bread .,beer,positive
get a big beer to wash it all down and a side of potatoes and garlic bread .,"garlic, bread",neutral
"do not use this place unless you want to waste your money on horrible stale cheese and food , service which takes your drinks away from the table once you ' ve placed it on the table , waiters that eat your desert while its on the table , non working faucets in the bathroom , and overall very unporfessional service and food .",cheese,negative
"do not use this place unless you want to waste your money on horrible stale cheese and food , service which takes your drinks away from the table once you ' ve placed it on the table , waiters that eat your desert while its on the table , non working faucets in the bathroom , and overall very unporfessional service and food .",drinks,neutral
"do not use this place unless you want to waste your money on horrible stale cheese and food , service which takes your drinks away from the table once you ' ve placed it on the table , waiters that eat your desert while its on the table , non working faucets in the bathroom , and overall very unporfessional service and food .",waiters,negative
"do not use this place unless you want to waste your money on horrible stale cheese and food , service which takes your drinks away from the table once you ' ve placed it on the table , waiters that eat your desert while its on the table , non working faucets in the bathroom , and overall very unporfessional service and food .",bathroom,neutral
"the owner was rude to us from the moment we sat down until he told us we had to leave because he had another table waiting , and this despite ordering the pricier entrees from the menu and a bottle of wine that we had n't yet finished .",owner,negative
"the owner was rude to us from the moment we sat down until he told us we had to leave because he had another table waiting , and this despite ordering the pricier entrees from the menu and a bottle of wine that we had n't yet finished .",menu,neutral
"when we finally ordered our wine , the waitress brought the bottle of wine over with one glass missing - meaning , we 'd have to wait even longer for the final glass to arrive - which were all piping hot from the dishwasher .",waitress,negative
"when we finally ordered our wine , the waitress brought the bottle of wine over with one glass missing - meaning , we 'd have to wait even longer for the final glass to arrive - which were all piping hot from the dishwasher .","bottle, of, wine",neutral
"while the drinks did n't come in large glasses and the arepas were not large in size , they had a taste about them that made you only want more .",drinks,negative
"while the drinks did n't come in large glasses and the arepas were not large in size , they had a taste about them that made you only want more .",arepas,negative
"while the drinks did n't come in large glasses and the arepas were not large in size , they had a taste about them that made you only want more .",taste,neutral
"do n't expect trendy atmosphere : room looks like it could have been designed in 1940s , but who cares - it 's actually comfortable and inviting ; with great food and unbeatable value , you ca n't go wrong .",atmosphere,negative
"do n't expect trendy atmosphere : room looks like it could have been designed in 1940s , but who cares - it 's actually comfortable and inviting ; with great food and unbeatable value , you ca n't go wrong .",food,positive
"do n't expect trendy atmosphere : room looks like it could have been designed in 1940s , but who cares - it 's actually comfortable and inviting ; with great food and unbeatable value , you ca n't go wrong .",value,positive
"as for price , there are plenty of shanghai restaurants in chinatown that are just as inexpensive with better food and without a doubt much better customer service .",price,neutral
"as for price , there are plenty of shanghai restaurants in chinatown that are just as inexpensive with better food and without a doubt much better customer service .",food,positive
"as for price , there are plenty of shanghai restaurants in chinatown that are just as inexpensive with better food and without a doubt much better customer service .",service,positive
"also , the staff will not allow you to substitute a side dish or accommodate anything that differs from what 's on the menu .",staff,negative
"also , the staff will not allow you to substitute a side dish or accommodate anything that differs from what 's on the menu .",menu,neutral
"interestingly , cost only becomes truly apparent when dinner is over , as there is no menu before that presented for deserts .",cost,negative
"interestingly , cost only becomes truly apparent when dinner is over , as there is no menu before that presented for deserts .",dinner,neutral
"when one compares the quality of the food to some of the city 's other italian restaurants , and then particularly when one factors in the very reasonable prices here , i feel that this restaurant comes out a winner .","quality, of, the, food",neutral
"when one compares the quality of the food to some of the city 's other italian restaurants , and then particularly when one factors in the very reasonable prices here , i feel that this restaurant comes out a winner .",prices,positive
the egg and cheese on a bagel here is huge .,"egg, and, cheese",positive
the egg and cheese on a bagel here is huge .,bagel,neutral
"the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad .","live, jazz, band",positive
"the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad .",atmosphere,positive
"the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad .","lobster, cobb, salad",neutral
the menu might have well been written in a foreign language and the wait staff did nt have a translation dictionary !,menu,neutral
the menu might have well been written in a foreign language and the wait staff did nt have a translation dictionary !,"wait, staff",negative
my party of 8 had a seafood feast sampling sammy 's menu and we could n't believe how great the food was .,seafood,neutral
my party of 8 had a seafood feast sampling sammy 's menu and we could n't believe how great the food was .,menu,neutral
my party of 8 had a seafood feast sampling sammy 's menu and we could n't believe how great the food was .,food,positive
"our server did n't have the sommelier stop by when we were trying to decide on wines , he never brought the bread we requested and did n't crack a smile the whole evening until he saw that i was paying the tab when he suddenly became nicer .",server,negative
"our server did n't have the sommelier stop by when we were trying to decide on wines , he never brought the bread we requested and did n't crack a smile the whole evening until he saw that i was paying the tab when he suddenly became nicer .",wines,neutral
"but if you 're looking for a fun time at a place that is nt trying so hard to be the next it place , then just hang at rice to riches instead where they actually value their patrons and do nt make you wait .",rice,neutral
"but if you 're looking for a fun time at a place that is nt trying so hard to be the next it place , then just hang at rice to riches instead where they actually value their patrons and do nt make you wait .",patrons,positive
"our appetizers came out relatively quickly , but it was near impossible to get a hold of a waiter to order and get our drinks .",appetizers,positive
